sampleName	sampleType	MGE_type_final	DepthPG	SAM_MGE
QH.Go3	Gobi	Transposon	7.66379835651782	QH.Go3_Transposon
QH.Go7	Gobi	Transposon	2.24032687870183	QH.Go7_Transposon
QH.Gr10	Grass	Transposon	7.97253894580955	QH.Gr10_Transposon
QH.Gr6	Grass	Transposon	8.1174769986763	QH.Gr6_Transposon
QH.Gr7	Grass	Transposon	6.31688143039055	QH.Gr7_Transposon
QH.T10	Tailings	Transposon	56.0509331334188	QH.T10_Transposon
QH.T12	Tailings	Transposon	0.551895214640612	QH.T12_Transposon
QH.T14	Tailings	Transposon	123.725253870193	QH.T14_Transposon
QH.T17	Tailings	Transposon	209.1277113812	QH.T17_Transposon
QH.T7	Tailings	Transposon	27.8339122613362	QH.T7_Transposon
QH.T9	Tailings	Transposon	97.6206461128871	QH.T9_Transposon
SC.Gr10	Grass	Transposon	4.93047854770325	SC.Gr10_Transposon
SC.Gr5	Grass	Transposon	4.56262846210451	SC.Gr5_Transposon
SC.Gr7	Grass	Transposon	5.03286994719361	SC.Gr7_Transposon
SC.T10	Tailings	Transposon	89.6735234929319	SC.T10_Transposon
SC.T5	Tailings	Transposon	43.746038479712	SC.T5_Transposon
SC.T7	Tailings	Transposon	64.5551191626458	SC.T7_Transposon
XJ.Go10	Gobi	Transposon	22.0012579046564	XJ.Go10_Transposon
XJ.Go15	Gobi	Transposon	5.17649688772451	XJ.Go15_Transposon
XJ.Go18	Gobi	Transposon	4.80370060637936	XJ.Go18_Transposon
XJ.Go20	Gobi	Transposon	4.82220351885158	XJ.Go20_Transposon
XJ.Go5	Gobi	Transposon	1.86737836015779	XJ.Go5_Transposon
XJ.Go8	Gobi	Transposon	5.54131878463787	XJ.Go8_Transposon
XJ.Gr15	Grass	Transposon	4.48443280804034	XJ.Gr15_Transposon
XJ.Gr16	Grass	Transposon	4.93147288903409	XJ.Gr16_Transposon
XJ.Gr20	Grass	Transposon	5.65178401928246	XJ.Gr20_Transposon
XJ.Gr5	Grass	Transposon	6.6049279133917	XJ.Gr5_Transposon
XJ.Gr7	Grass	Transposon	6.51283764195726	XJ.Gr7_Transposon
XJ.Gr8	Grass	Transposon	6.47763038794452	XJ.Gr8_Transposon
XJ.T10	Tailings	Transposon	17.1749371813168	XJ.T10_Transposon
XJ.T15	Tailings	Transposon	31.3290830082171	XJ.T15_Transposon
XJ.T17	Tailings	Transposon	17.4636172826631	XJ.T17_Transposon
XJ.T19	Tailings	Transposon	25.5915070986949	XJ.T19_Transposon
XJ.T27	Tailings	Transposon	4.85118725358033	XJ.T27_Transposon
XJ.T28	Tailings	Transposon	4.52363759979615	XJ.T28_Transposon
XJ.T29	Tailings	Transposon	4.59087783631968	XJ.T29_Transposon
XJ.T35	Tailings	Transposon	6.64966819323713	XJ.T35_Transposon
XJ.T37	Tailings	Transposon	5.88826703076608	XJ.T37_Transposon
XJ.T39	Tailings	Transposon	5.72732845294204	XJ.T39_Transposon
XJ.T5	Tailings	Transposon	31.4732185519156	XJ.T5_Transposon
XJ.T6	Tailings	Transposon	24.9558408980334	XJ.T6_Transposon
XZ.Gr10	Grass	Transposon	5.09686935907163	XZ.Gr10_Transposon
XZ.Gr5	Grass	Transposon	6.54966924205431	XZ.Gr5_Transposon
XZ.Gr7	Grass	Transposon	6.70686605343142	XZ.Gr7_Transposon
YN.Fa10	Farmland	Transposon	7.0502668768903	YN.Fa10_Transposon
YN.Fa15	Farmland	Transposon	6.46259342171089	YN.Fa15_Transposon
YN.Fa17	Farmland	Transposon	5.62550386417481	YN.Fa17_Transposon
YN.Fa20	Farmland	Transposon	6.47077359519155	YN.Fa20_Transposon
YN.Fa25	Farmland	Transposon	9.11103818058083	YN.Fa25_Transposon
YN.Fa27	Farmland	Transposon	8.15567457667354	YN.Fa27_Transposon
YN.Fa30	Farmland	Transposon	6.75293712450148	YN.Fa30_Transposon
YN.Fa35	Farmland	Transposon	5.99357264685618	YN.Fa35_Transposon
YN.Fa38	Farmland	Transposon	5.37011049059254	YN.Fa38_Transposon
YN.Fa40	Farmland	Transposon	5.76236400213556	YN.Fa40_Transposon
YN.Fa5	Farmland	Transposon	8.24008523398652	YN.Fa5_Transposon
YN.Fa7	Farmland	Transposon	6.95759014115964	YN.Fa7_Transposon
YN.Fo10	Forest	Transposon	8.12612350490114	YN.Fo10_Transposon
YN.Fo15	Forest	Transposon	8.36385849906618	YN.Fo15_Transposon
YN.Fo17	Forest	Transposon	6.41314827659672	YN.Fo17_Transposon
YN.Fo20	Forest	Transposon	8.78898824336632	YN.Fo20_Transposon
YN.Fo25	Forest	Transposon	6.91447943261597	YN.Fo25_Transposon
YN.Fo27	Forest	Transposon	13.4837693740457	YN.Fo27_Transposon
YN.Fo30	Forest	Transposon	12.6995066929975	YN.Fo30_Transposon
YN.Fo36	Forest	Transposon	6.19478712527234	YN.Fo36_Transposon
YN.Fo37	Forest	Transposon	5.9288723588896	YN.Fo37_Transposon
YN.Fo40	Forest	Transposon	6.0467111082772	YN.Fo40_Transposon
YN.Fo5	Forest	Transposon	3.20886365785399	YN.Fo5_Transposon
YN.Fo7	Forest	Transposon	6.73606670195848	YN.Fo7_Transposon
YN.T10	Tailings	Transposon	52.1190287033509	YN.T10_Transposon
YN.T15	Tailings	Transposon	104.657215817489	YN.T15_Transposon
YN.T17	Tailings	Transposon	44.3521773055372	YN.T17_Transposon
YN.T20	Tailings	Transposon	237.437303066919	YN.T20_Transposon
YN.T25	Tailings	Transposon	19.4970791483065	YN.T25_Transposon
YN.T27	Tailings	Transposon	56.9262478693298	YN.T27_Transposon
YN.T30	Tailings	Transposon	53.109139757253	YN.T30_Transposon
YN.T35	Tailings	Transposon	112.850337988724	YN.T35_Transposon
YN.T37	Tailings	Transposon	113.609853049276	YN.T37_Transposon
YN.T39	Tailings	Transposon	90.4964180800811	YN.T39_Transposon
YN.T5	Tailings	Transposon	45.077359229535	YN.T5_Transposon
YN.T7	Tailings	Transposon	50.6864319807149	YN.T7_Transposon
YQ.Fa10	Farmland	Transposon	8.00918532338928	YQ.Fa10_Transposon
YQ.Fa5	Farmland	Transposon	8.62070179243534	YQ.Fa5_Transposon
YQ.Fa6	Farmland	Transposon	8.26869419945831	YQ.Fa6_Transposon
YQ.Fo10	Forest	Transposon	7.99287721478908	YQ.Fo10_Transposon
YQ.Fo5	Forest	Transposon	7.19563581351451	YQ.Fo5_Transposon
YQ.Fo7	Forest	Transposon	7.53440742993533	YQ.Fo7_Transposon
YQ.T10	Tailings	Transposon	21.8604980001244	YQ.T10_Transposon
YQ.T8	Tailings	Transposon	33.7812634820908	YQ.T8_Transposon
YQ.T9	Tailings	Transposon	43.7537912823501	YQ.T9_Transposon
ZJ.Fa6	Farmland	Transposon	6.48878185872301	ZJ.Fa6_Transposon
ZJ.Fa7	Farmland	Transposon	6.58718687267329	ZJ.Fa7_Transposon
ZJ.Fa9	Farmland	Transposon	6.15454429605757	ZJ.Fa9_Transposon
ZJ.Fo5	Forest	Transposon	6.26518947348504	ZJ.Fo5_Transposon
ZJ.Fo7	Forest	Transposon	6.5400623050347	ZJ.Fo7_Transposon
ZJ.Fo9	Forest	Transposon	7.19827738944729	ZJ.Fo9_Transposon
ZJ.T7	Tailings	Transposon	70.4025941893731	ZJ.T7_Transposon
